latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
6.924429,79.90725,4,19800,Asia/Colombo,GMT+5:30,,,,,,,
,,,,,,,,,,,,
time,relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_sum (mm),weather_code (wmo code)
10/8/2016,75,87,61,29.7,25.1,30.7,33,29.1,27,0.8,0.8,51
10/9/2016,83,92,75,29.2,25,31.3,34.4,29.1,26.9,3.5,3.5,51
10/10/2016,79,90,66,29.5,25.4,31.5,33.9,30.3,27.3,2.4,2.4,51
10/11/2016,76,86,65,29.7,25.4,31.5,34.1,29.9,27.3,0.2,0.2,51
10/12/2016,77,91,61,30.1,24.3,31.6,34,29.2,27.3,0.2,0.2,51
10/13/2016,78,92,61,30.2,24.7,31.9,34.1,30.1,27.4,1.2,1.2,51
10/14/2016,82,94,66,30,24.8,32.5,34.7,30.6,27.2,2.1,2.1,53
10/15/2016,85,94,72,29.9,24.5,31.7,36.8,29.3,26.5,15.7,15.7,63
10/16/2016,88,96,77,29.9,24.2,32.1,37.8,29.6,26.4,7.2,7.2,61
10/17/2016,88,97,76,30,24.1,31.8,37.5,29.3,26.3,8.1,8.1,61
10/18/2016,85,98,69,30.4,24,32.1,36.8,29.3,26.7,3.4,3.4,53
10/19/2016,86,96,77,29.4,24.4,31.9,36.1,29.6,26.7,1.2,1.2,51
10/20/2016,82,93,68,29.5,24.5,31.7,34.3,29.8,26.9,1.9,1.9,53
10/21/2016,84,94,68,29.3,24.9,31,34,29.4,26.4,4.3,4.3,53
10/22/2016,82,91,75,29,24.6,31.1,34.1,28.9,26.6,3.6,3.6,61
10/23/2016,86,95,77,28.3,24.4,30.5,33.1,28.8,26,8.3,8.3,61
10/24/2016,89,94,77,27.9,24.1,29.6,32.7,28.5,25.2,25.1,25.1,63
10/25/2016,86,97,69,28.8,23.8,30.8,34.7,28.7,26.1,4.6,4.6,53
10/26/2016,82,93,71,29.7,24.2,31.6,35.8,29.2,26.6,3.6,3.6,55
10/27/2016,85,94,74,29.3,23.6,31.7,36.3,28.4,26.4,0.5,0.5,51
10/28/2016,79,89,66,29.7,24.8,32.1,34.8,29.8,27.3,0.3,0.3,51
10/29/2016,85,94,73,29.1,24.9,31.9,34.7,30.4,26.8,5.6,5.6,53
10/30/2016,89,96,79,28.7,24.1,30.7,34.5,28.8,25.8,6.5,6.5,55
10/31/2016,90,96,80,28.7,23.8,31.2,36,28.8,25.7,13.8,13.8,63
11/1/2016,86,96,76,28.7,24.1,31,34.2,29.3,25.9,9.2,9.2,63
11/2/2016,88,96,72,28.7,24,30.7,33.4,28.8,25.8,9.4,9.4,61
11/3/2016,91,96,78,28.4,24,30.3,33.7,28.6,25.3,13.2,13.2,55
11/4/2016,92,96,82,27.4,24.2,30.3,32.5,29.4,25.1,27.2,27.2,65
11/5/2016,88,94,79,28.8,24.2,31.1,35.6,29,26,8.4,8.4,61
11/6/2016,91,96,84,28.6,24.5,31,35.5,29.2,25.8,11.4,11.4,63
11/7/2016,84,95,70,29.8,23.7,32,35.8,28.5,26.7,1.4,1.4,53
11/8/2016,86,96,72,29.7,23,31.2,36.7,27.5,26,1.2,1.2,51
11/9/2016,85,95,70,29.9,23.2,31,37.6,27.8,25.8,1.8,1.8,53
11/10/2016,82,96,63,30.2,22.7,31.3,35.6,27.1,26.4,0.1,0.1,51
11/11/2016,85,95,70,30,24,32.4,37.5,29.4,26.6,1.5,1.5,53
11/12/2016,87,95,77,29.3,24.6,31.9,36.3,29.5,26.4,6.2,6.2,63
11/13/2016,90,96,81,28.9,24.1,31.7,35.8,28.9,26,26.6,26.6,63
11/14/2016,89,97,75,29.8,24.1,31.9,37.6,29.2,26.1,10.4,10.4,61
11/15/2016,89,96,77,29.5,23.9,31.7,37,29,25.9,4.9,4.9,63
11/16/2016,87,96,67,30.1,23.6,31.3,36.5,28.4,25.9,18.6,18.6,65
11/17/2016,89,97,72,29.2,23.4,31,36.2,28.1,25.7,15.4,15.4,63
11/18/2016,86,96,66,30.5,23.8,30.7,35.4,27.8,26.3,5.2,5.2,61
11/19/2016,91,96,79,27.3,24.1,30.4,32.9,28.8,25.2,78.5,78.5,63
11/20/2016,92,97,82,28.5,23.6,30.7,35.5,28.8,25.4,24.1,24.1,63
11/21/2016,90,97,77,28.3,23.8,30.8,34.2,28.7,25.5,13.3,13.3,63
11/22/2016,90,97,76,29.4,24,31.4,36.1,29.3,25.8,18.9,18.9,63
11/23/2016,89,97,75,30.1,24.2,31.9,37,29.2,26.1,13.7,13.7,63
11/24/2016,83,97,66,30,23.9,30.9,35,27.9,26.6,0.8,0.8,51
11/25/2016,78,92,58,31,24,31.1,35.2,26.9,27.1,0,0,3
11/26/2016,79,88,65,29.3,24.5,30.4,33.3,28.2,26.4,0,0,3
11/27/2016,78,94,60,30.1,23.9,30.6,33.6,27.2,26.7,0,0,3
11/28/2016,80,92,68,28.7,23.1,29.7,33.7,27,25.7,0,0,3
11/29/2016,78,87,64,27.3,22.8,27.9,29.6,25.9,25,0,0,3
11/30/2016,73,83,60,27.1,21.8,26.4,28.3,21.3,24.6,0,0,3
12/1/2016,71,86,54,27.4,21.1,26.6,31.6,22,24.2,0.5,0.5,51
12/2/2016,81,92,64,29.2,23,29.7,33.8,26.7,25.7,0.7,0.7,51
12/3/2016,80,94,62,29.8,22.2,30.5,35.7,25.8,26,0,0,3
12/4/2016,83,96,66,30.1,23.3,31.4,35.6,27.9,26.4,0.5,0.5,51
12/5/2016,78,98,53,31.2,22.4,31,35.1,26.9,26.8,0,0,2
12/6/2016,71,90,50,31,23.5,29.6,34.4,26.2,26.9,0,0,2
12/7/2016,73,86,55,30.8,23,29.9,34.4,25.5,26.6,0,0,3
12/8/2016,84,93,67,29.4,23.9,30.5,33.5,28,26.1,5.6,5.6,61
12/9/2016,88,95,82,28.2,24,30.3,34.3,28.3,25.5,4.6,4.6,61
12/10/2016,86,96,72,29.1,23.4,31.3,34.6,28.6,26,1,1,51
12/11/2016,81,93,68,29.3,23.6,31,33.6,28.3,26.7,1.3,1.3,51
12/12/2016,77,85,67,28.8,25.2,30.3,31.9,29.3,26.7,0.9,0.9,51
12/13/2016,81,89,70,28.6,24.2,30,32.3,28.6,26,1.1,1.1,51
12/14/2016,80,94,63,29.1,23.2,30.5,34.3,27.6,26.1,0.3,0.3,51
12/15/2016,77,93,55,30.2,21,29.5,35,23.9,25.7,0,0,2
12/16/2016,81,95,59,30.6,21.9,30.7,36.2,25.7,26,0.4,0.4,51
12/17/2016,77,92,59,30.6,23.9,30.7,34.5,27.8,27,0.2,0.2,51
12/18/2016,71,88,51,31.1,23.9,29.9,34.6,26.5,27.1,0,0,3
12/19/2016,76,89,62,28.7,23.2,27.9,31.2,25.3,25.7,0.3,0.3,51
12/20/2016,84,95,68,30.1,24.5,31.5,35.3,29,26.4,5,5,61
12/21/2016,85,96,68,29.7,23.2,31.6,36.2,28.1,26.2,1.2,1.2,53
12/22/2016,78,95,55,30.8,24.3,31.7,34.9,29.5,27,0.1,0.1,51
12/23/2016,73,96,44,30,21.9,28.8,32.2,25.6,26,0,0,3
12/24/2016,66,89,37,29.5,18.5,26.5,31.3,20.1,24.6,0,0,3
12/25/2016,69,92,40,29.4,20.5,27,31.7,22.7,24.8,0,0,2
12/26/2016,70,90,50,30.7,20.5,28.7,33.3,23,26.1,0,0,3
12/27/2016,81,96,64,30.6,24,30.8,34.6,27.1,26.7,2.9,2.9,61
12/28/2016,87,97,66,30.7,24.1,31.7,37.2,29.3,26.2,16.7,16.7,63
12/29/2016,83,98,63,30.6,23.7,31.1,35.9,28,26.5,0.9,0.9,53
12/30/2016,74,90,51,31.4,23.6,30.4,35.3,26.8,26.9,0,0,3
12/31/2016,71,85,48,31.4,23.8,29.8,34.2,26.1,27,0,0,3
1/1/2017,78,91,60,31,23.9,30.5,36.6,26.5,26.7,4.7,4.7,61
1/2/2017,78,91,58,30.6,23.1,29.1,34.2,25.6,26.3,6.9,6.9,63
1/3/2017,76,86,56,31,24.1,29.1,34.6,26.1,26.7,0.5,0.5,51
1/4/2017,77,86,66,28.8,22.4,27.8,32.5,23.5,25.4,0,0,3
1/5/2017,69,79,48,30.1,19.4,25.6,32.7,19.3,24.5,0,0,0
1/6/2017,72,88,47,30.1,20.4,26.8,34.1,21.8,24.7,0,0,3
1/7/2017,68,91,35,31,19.9,26.3,31.8,22,25,0,0,3
1/8/2017,59,80,31,31.3,19.6,25.2,31.1,19,25,0,0,3
1/9/2017,69,83,43,29.3,19.3,26,32.2,20.5,24.2,0,0,1
1/10/2017,77,95,58,28.6,19,26.6,33.4,21.2,23.9,0,0,3
1/11/2017,74,93,55,29.1,21,27.8,34,23.7,25.1,0,0,1
1/12/2017,80,97,55,28.5,19.7,28.1,33.3,22.4,24.7,0,0,3
1/13/2017,76,95,46,30.3,19.7,28,34.4,22.1,24.9,0,0,3
1/14/2017,73,90,55,29.5,19.8,27.5,34.1,21,24.7,0,0,3
1/15/2017,72,89,43,31.6,21.9,29.1,35.4,23.6,26.1,0.1,0.1,51
1/16/2017,64,81,41,32.4,23.5,28.7,34.9,25.1,27,0,0,3
1/17/2017,62,75,33,31.2,22.2,26.1,31.1,22.9,25.8,0,0,3
1/18/2017,59,76,36,31.9,21.8,26.7,34.2,22,26.1,0,0,3
1/19/2017,69,89,40,32.6,22.3,28.3,35.5,23.2,26.3,0.2,0.2,51
1/20/2017,73,88,53,30.8,23.4,28.5,33.3,24.9,26.5,3.7,3.7,61
1/21/2017,85,95,69,29.9,24.1,30.8,35.7,27,26.3,0.3,0.3,51
1/22/2017,85,98,67,29.6,23.5,30.6,34.4,28.1,25.9,3.3,3.3,61
1/23/2017,80,88,62,30,23.9,28.3,32.4,25.8,25.9,1.7,1.7,53
1/24/2017,80,93,58,30.7,23.6,28.5,33.3,25.5,26,10.7,10.7,63
1/25/2017,88,95,71,28.9,23.7,30.2,34.1,27.7,25.4,5.3,5.3,61
1/26/2017,84,92,69,29.6,23.7,31,35.6,27,26.3,2.2,2.2,55
1/27/2017,91,97,78,27.9,24.2,29.7,32.3,27.7,25.2,18.2,18.2,63
1/28/2017,88,99,74,29.3,23,30.8,36.4,27.8,25.5,8,8,61
1/29/2017,88,98,68,30.1,22.9,31.7,36.9,27.6,26.3,5.7,5.7,61
1/30/2017,89,96,81,28.8,23.5,30.7,35.9,28.2,25.5,24.4,24.4,63
1/31/2017,87,98,68,29.4,22.6,30.3,36.7,27.1,25.5,0.8,0.8,53
2/1/2017,84,95,70,28.5,20.7,29,34.8,23.6,24.8,0,0,1
2/2/2017,73,94,48,30.2,21.6,27.9,34.3,23.5,25.3,0.1,0.1,51
2/3/2017,64,80,48,30.6,21,26.1,32.9,21.2,25.4,0,0,0
2/4/2017,69,82,47,30.6,21.1,26.4,34.5,21.3,25.1,0,0,3
2/5/2017,73,88,57,29.5,20.6,27.8,34.2,21.9,25,0,0,3
2/6/2017,78,95,60,28.9,21.5,28.6,34,24.8,25,0,0,1
2/7/2017,75,89,62,28.5,19.7,27.1,33.4,21.2,24.2,0,0,0
2/8/2017,80,92,63,28.6,20,27.8,33.2,21.9,24.4,0,0,2
2/9/2017,77,94,62,28.8,20.9,28.6,34,23.2,25.2,0,0,2
2/10/2017,77,94,61,28.9,21.6,28.6,33.9,24,25.2,0,0,3
2/11/2017,74,89,57,29.6,22.9,29.8,34.2,26.2,26.2,0,0,3
2/12/2017,68,90,54,29.9,22.9,29,34.7,24.4,26.3,0,0,3
2/13/2017,70,87,45,31.5,21.9,29.4,35.6,23.5,26.4,0,0,2
2/14/2017,80,91,54,31.6,23.4,31.1,36.6,27.2,26.6,5.4,5.4,63
2/15/2017,73,87,56,31.6,24.2,31,37.3,27.2,27.3,1.2,1.2,53
2/16/2017,60,82,36,34.4,24.2,29.6,36.1,25.4,28.5,0,0,3
2/17/2017,59,75,38,34.1,24.3,30.2,37.8,24.8,28.4,0,0,3
2/18/2017,68,81,44,32.8,23.2,30.6,37.3,25.5,27.4,0.7,0.7,51
2/19/2017,81,95,60,31.1,24.7,30.1,36.6,27.6,26.2,16.8,16.8,63
2/20/2017,86,97,75,28.1,23.4,30.2,32.2,27.3,25.7,3.4,3.4,61
2/21/2017,83,99,70,28.8,22.8,30.1,34,27.3,25.8,0.1,0.1,51
2/22/2017,83,97,64,29.6,21.8,30.3,35.4,25.7,25.7,0,0,3
2/23/2017,82,97,65,29.6,23.1,31.2,34.9,27.5,26.5,2.4,2.4,53
2/24/2017,84,97,68,29.3,23.3,31.2,34.5,27.8,26.2,2.7,2.7,55
2/25/2017,83,97,62,30.6,23.1,31,36.1,27.5,26.2,0.3,0.3,51
2/26/2017,85,95,73,28,23.5,30.3,32.8,28.1,25.7,1.2,1.2,55
2/27/2017,75,94,55,31.5,23.3,30.7,37.3,26,26.9,0.8,0.8,51
2/28/2017,81,89,60,31.9,24.7,30.7,38.7,27.7,26.5,7.9,7.9,63
3/1/2017,83,95,67,29.4,23.9,30.5,33.9,27.1,26.1,12.3,12.3,63
3/2/2017,83,97,69,29.5,23.9,31.5,36,27.8,26.5,1.2,1.2,55
3/3/2017,86,95,71,30.1,24,31.5,36.8,28.2,26.3,3.5,3.5,53
3/4/2017,88,96,78,28.9,23.6,30.9,34.5,28.3,26,11.2,11.2,65
3/5/2017,84,96,68,30,23.9,32,36.5,28.5,26.9,0,0,2
3/6/2017,83,94,71,30.1,24.7,32.3,36.6,28.9,27.2,0.7,0.7,51
3/7/2017,82,95,69,29.9,25.1,32.4,35.2,30.2,27.4,0.8,0.8,51
3/8/2017,83,94,67,30.3,24.3,32.4,36.7,29.5,27.1,6.8,6.8,61
3/9/2017,85,97,70,29.6,24.4,32.6,35.8,29.8,27,3.9,3.9,63
3/10/2017,86,98,70,29.9,24.1,32.2,37.7,29.1,26.7,3.5,3.5,55
3/11/2017,87,94,76,28.2,24.6,30.7,33.6,28.4,26.1,2.2,2.2,53
3/12/2017,86,95,72,29.9,24.2,31.3,35.9,28.2,26.4,17.2,17.2,63
3/13/2017,87,97,69,30.1,24,32,36.6,28.7,26.5,11.2,11.2,65
3/14/2017,85,96,68,30,23.6,31.7,36.1,27.7,26.4,12.3,12.3,63
3/15/2017,87,96,70,29.6,23.6,31.2,35.7,28.5,26,26.6,26.6,63
3/16/2017,86,97,72,29.3,23.6,31.4,36.4,28.4,26,7.3,7.3,61
3/17/2017,85,98,67,29.9,22.8,31.8,36.1,27.1,26.5,0,0,3
3/18/2017,86,95,73,29.5,24.3,32.2,35.8,29.2,26.8,2.1,2.1,53
3/19/2017,85,96,72,29.7,24,32.2,36,29.1,26.9,1.8,1.8,53
3/20/2017,83,95,70,30,24.5,32.2,36.1,29.3,27.1,4.3,4.3,55
3/21/2017,84,96,70,30.3,24.3,32.9,37,29.3,27.3,0.9,0.9,51
3/22/2017,83,98,65,30.8,23.7,32.6,38.5,28.5,27.1,0.5,0.5,51
3/23/2017,83,96,66,29.9,23.2,31.4,35.9,27.6,26.6,1.1,1.1,53
3/24/2017,81,96,64,30.2,23,31.4,36.3,27.3,26.7,0.1,0.1,51
3/25/2017,80,94,68,29.1,23.9,31.5,33.8,29.1,26.9,1.7,1.7,51
3/26/2017,77,94,58,30.3,23.2,30.8,35.8,26.9,26.7,0,0,3
3/27/2017,78,97,66,29.3,24,31.6,33.8,28.7,27.1,1.1,1.1,51
3/28/2017,79,92,67,29.4,24.6,31.9,34.6,29.1,27.1,1.7,1.7,53
3/29/2017,84,95,64,30.6,24.5,32.1,37.2,29.3,26.7,4.4,4.4,61
3/30/2017,83,95,67,30.6,24,33,37.3,29,27.2,1.7,1.7,53
3/31/2017,84,97,73,30.5,24.9,33.2,37.6,30.2,27.5,2,2,53
4/1/2017,81,95,63,30.9,24.8,33.5,37,29.9,28,1.7,1.7,53
4/2/2017,83,96,69,30.5,25.1,32.5,36.4,29.7,27.5,3.4,3.4,61
4/3/2017,86,93,74,29.7,25.4,32.5,36.6,29.7,27.2,1.2,1.2,51
4/4/2017,87,95,76,29.7,25,32.3,37.3,29.9,26.8,14,14,63
4/5/2017,84,96,69,30.5,24.8,32.8,36.6,29.9,27.3,1.3,1.3,53
4/6/2017,85,95,72,30.4,24.8,33,36.6,29.6,27.4,12,12,63
4/7/2017,84,96,68,30.6,24.8,33.3,37.5,30.2,27.6,3.9,3.9,53
4/8/2017,83,94,69,30.4,24.7,33.2,37.8,29.9,27.7,6.6,6.6,61
4/9/2017,82,96,65,31,24.7,33.2,37.2,29.5,27.8,1.6,1.6,51
4/10/2017,81,93,66,30.7,24.9,32.9,36.2,29.4,27.8,1.2,1.2,51
4/11/2017,87,96,70,31.1,25.1,33.1,38.5,30.4,27.2,16.8,16.8,63
4/12/2017,89,97,74,30.1,24.9,32.5,36.1,30.1,26.7,14.3,14.3,63
4/13/2017,89,96,78,29.6,24.6,32.1,36.6,28.9,26.5,19.1,19.1,63
4/14/2017,87,96,77,29.9,24.9,33,37.2,29.6,27.4,5.2,5.2,63
4/15/2017,79,89,63,31.2,26.8,33.8,35.7,32,28.9,3.8,3.8,55
4/16/2017,79,93,67,31.3,27.1,34.2,36.9,32.3,29,1.8,1.8,51
4/17/2017,82,97,71,31.2,26.3,34.6,38,32.6,28.8,1.8,1.8,51
4/18/2017,76,87,67,31.3,27.2,34.3,37.8,32.5,29.2,0.1,0.1,51
4/19/2017,77,92,64,31.3,26.4,34,37.2,32.1,28.8,0,0,3
4/20/2017,78,89,66,31.2,26.9,33.7,36.7,31.6,28.7,0.7,0.7,51
4/21/2017,79,90,65,31,26.5,33.4,36.1,31.5,28.6,2.2,2.2,51
4/22/2017,79,90,66,31.3,26.6,33.8,36.4,31.6,28.7,2.6,2.6,53
4/23/2017,78,88,67,31.4,27.1,33.9,37,32.1,29.1,4,4,53
4/24/2017,81,88,70,30.9,26.8,33.3,37.1,31.4,28.4,5,5,61
4/25/2017,84,93,73,30.5,25.9,33.4,37.2,30.9,28,3.3,3.3,53
4/26/2017,80,93,64,31.2,26.4,34,37,31.9,28.6,2.4,2.4,53
4/27/2017,77,91,63,31.1,26.5,33.4,36.4,31.5,28.6,1.1,1.1,53
4/28/2017,81,92,67,31.1,26.3,34,37.1,31.9,28.4,3.1,3.1,55
4/29/2017,81,93,66,31.3,26.1,34.5,37.7,32,28.5,2.9,2.9,53
4/30/2017,80,98,61,32.1,25.5,33.7,38.9,30.5,28.3,2.8,2.8,61
5/1/2017,77,90,62,31.2,25.2,32.6,36.4,29.7,28.1,2.3,2.3,53
5/2/2017,78,93,62,31.3,25.5,33.1,37.2,30.7,28.1,0.8,0.8,51
5/3/2017,80,91,68,30.6,25.2,32.8,36.2,29.6,27.8,0.9,0.9,51
5/4/2017,78,93,62,31.5,25,33.7,37.4,30.1,28.4,1.1,1.1,53
5/5/2017,78,93,60,31.7,25.9,33.6,37.1,31.4,28.5,1.4,1.4,53
5/6/2017,78,89,62,31.7,26.1,32.8,36.6,30.5,28.1,0.4,0.4,51
5/7/2017,82,93,65,31.1,25.6,33,36.6,30.6,27.8,7.3,7.3,63
5/8/2017,79,95,60,31.8,24.8,33.3,37.5,30.1,28.1,2,2,53
5/9/2017,79,91,62,31.7,25.8,33.5,37.2,30.9,28.4,2.8,2.8,55
5/10/2017,82,92,66,31.8,25.5,33.3,38,30.6,28.1,4.6,4.6,55
5/11/2017,84,96,70,30.4,24.7,32.7,36.4,29.6,27.5,4.4,4.4,61
5/12/2017,83,95,67,31,25.3,33,36.5,30,27.7,4.9,4.9,61
5/13/2017,84,96,72,30.8,25.4,33.7,37.4,31.5,28,1.4,1.4,51
5/14/2017,86,95,75,30.5,26.4,33.3,36.1,31.4,27.9,13.4,13.4,63
5/15/2017,85,91,77,30.2,25.7,32.9,36.1,29.5,27.8,9.3,9.3,63
5/16/2017,83,93,72,30.8,26.7,33.5,36.1,31.5,28.5,5.1,5.1,53
5/17/2017,85,94,77,30.1,26.3,33.6,37.5,31,28.3,5,5,53
5/18/2017,89,95,83,28.2,25.8,31.6,32.9,30,27,23.3,23.3,63
5/19/2017,82,94,72,30.6,25.8,33.1,35.9,31.3,28.4,9.3,9.3,63
5/20/2017,85,93,77,29.5,26.2,32.2,34.2,29.8,27.7,14,14,61
5/21/2017,86,93,77,29.7,26,32.4,34.6,30.4,27.5,14.9,14.9,63
5/22/2017,89,95,82,28.6,25.8,31.9,33.6,30.7,26.8,16.6,16.6,63
5/23/2017,90,98,83,28.2,23.9,31.7,34.1,28.4,26.5,23.3,23.3,63
5/24/2017,90,96,82,28.6,25.1,32,34.3,30.6,26.7,22.2,22.2,63
5/25/2017,90,95,82,28.6,25.4,31,33.2,30,26.6,26.1,26.1,63
5/26/2017,88,94,78,28.7,25.6,30.9,32.1,29.4,26.9,24.1,24.1,63
5/27/2017,89,93,83,28.9,26.1,31.8,33.6,30.3,27.1,36.8,36.8,65
5/28/2017,86,93,80,29.7,26.2,32.3,35,30.6,27.9,13.9,13.9,63
5/29/2017,84,91,71,29.4,26.7,31.2,33.1,29.4,27.8,16,16,63
5/30/2017,85,94,77,28.2,25.6,30.3,32.2,28.2,26.8,21.4,21.4,63
5/31/2017,86,92,79,28.4,25,30.4,32.6,27.9,26.8,21.1,21.1,63
6/1/2017,84,89,79,29,26.1,31.5,33.1,29.5,27.5,10.2,10.2,63
6/2/2017,87,92,79,28.6,25.3,30.7,32.9,28.6,26.7,23.6,23.6,63
6/3/2017,89,92,85,27.3,25.5,31.5,33,29.9,26.7,31.6,31.6,65
6/4/2017,88,94,81,28.5,25.9,32,33.5,30.6,27,16.8,16.8,63
6/5/2017,87,91,83,28.4,25.9,31.8,33.3,30.6,27.1,13.3,13.3,63
6/6/2017,85,90,80,29,26.1,31.7,33.5,30.6,27.4,7,7,55
6/7/2017,85,94,79,28.5,24.9,31.2,32.4,29.3,27.1,15.8,15.8,63
6/8/2017,84,88,78,29.5,27,32.6,35.6,31.1,27.9,2,2,51
6/9/2017,82,88,78,29.2,26.9,31.6,34,30.4,27.8,4.4,4.4,53
6/10/2017,85,90,79,28.6,26,30.6,32.6,29.1,27.2,4.2,4.2,53
6/11/2017,85,93,80,28.9,25.2,31.3,34.3,28.5,27.1,4.3,4.3,53
6/12/2017,86,90,81,28.8,26.1,32.2,34.5,30.7,27.3,1.5,1.5,51
6/13/2017,88,96,82,28.7,25.3,32,34,30.5,27,4.3,4.3,53
6/14/2017,89,95,84,28.3,24.8,31.1,34.2,29.8,26.3,14.7,14.7,63
6/15/2017,89,96,81,28.3,24.5,31,33.9,28.9,26.4,9.7,9.7,63
6/16/2017,89,96,82,27.8,24.4,30.6,32.5,28.6,26.2,16.3,16.3,63
6/17/2017,85,93,75,29.5,25.2,32,35.2,30.3,27.2,6.1,6.1,61
6/18/2017,87,93,82,28.7,25.5,32,33.9,30.2,27.2,4.6,4.6,53
6/19/2017,90,96,85,27.3,24.7,30.7,32.3,29.6,26,27.9,27.9,63
6/20/2017,90,98,80,29.1,24.4,31.3,34.4,29.3,26.4,14.2,14.2,63
6/21/2017,88,97,79,28.7,24.3,31.6,33.7,28.9,26.7,8.2,8.2,61
6/22/2017,87,94,79,28.8,25.5,31.8,33.7,30.3,27.1,6.6,6.6,61
6/23/2017,86,92,80,27.7,25.3,30.3,31.2,29.2,26.6,24.9,24.9,63
6/24/2017,86,91,80,28,25,29.9,31.2,28.2,26.4,37.6,37.6,63
6/25/2017,86,90,78,28.6,25.5,30.5,32,28.9,26.7,15,15,63
6/26/2017,87,92,78,28.5,25.1,31,33.1,28.6,26.7,11.3,11.3,63
6/27/2017,88,93,80,28.4,25.4,30.9,32.7,29.1,26.6,38.9,38.9,63
6/28/2017,86,94,77,29,25.1,31.8,33.9,28.7,27,4.2,4.2,55
6/29/2017,86,92,78,29.4,25.8,32.9,35.6,31.3,27.5,1.5,1.5,51
6/30/2017,88,98,79,29.4,25.3,32.7,35.6,31,27.1,3,3,53
7/1/2017,87,99,78,28.8,24.8,31.9,34.3,30.5,27,12.8,12.8,61
7/2/2017,82,92,76,29.3,25.9,31.8,34.4,30.7,27.7,5.4,5.4,53
7/3/2017,82,91,73,29.4,25.8,31.9,33.8,30,27.7,9.2,9.2,61
7/4/2017,82,87,78,29.3,26.7,32,34.7,30.7,27.8,2,2,51
7/5/2017,83,90,72,29.3,26.4,32.3,34,30.9,27.8,2.4,2.4,53
7/6/2017,83,87,73,29.4,26.8,32,33.5,30.3,27.8,5.9,5.9,55
7/7/2017,83,88,77,28.9,26.4,31.4,33.8,29.9,27.6,9.5,9.5,61
7/8/2017,85,91,80,28.6,26.1,31.1,33.3,29.6,27,18,18,63
7/9/2017,88,94,83,26.8,24.6,29.9,30.9,28.1,25.9,35.5,35.5,63
7/10/2017,85,92,78,28.3,24.8,30.4,32,28.4,26.6,9.4,9.4,61
7/11/2017,85,92,78,29,25.6,31.1,33.3,29.3,27.1,5.2,5.2,53
7/12/2017,83,93,77,28.9,25.7,31.7,33.7,30.3,27.4,2.5,2.5,53
7/13/2017,83,93,77,29.1,25.8,31.7,34,30.6,27.6,2.9,2.9,53
7/14/2017,83,91,77,28.8,26.2,31.6,33.2,30.5,27.4,1.6,1.6,51
7/15/2017,82,88,76,28.8,26.5,31.7,32.8,30.6,27.5,2.4,2.4,53
7/16/2017,84,89,76,29.1,26.3,31.8,34.3,30.1,27.4,1.7,1.7,51
7/17/2017,83,91,77,29,25.7,31.6,33.8,29.9,27.5,2.9,2.9,53
7/18/2017,81,87,72,29.2,26.5,31.3,33.2,30.2,27.6,2.3,2.3,51
7/19/2017,86,92,78,28.8,25.2,31.2,34.1,29.5,26.9,5.7,5.7,55
7/20/2017,84,93,75,29.2,25.5,31.9,34.4,29.9,27.4,3.4,3.4,53
7/21/2017,85,95,76,29.1,24.4,31.4,34.1,28.9,26.8,11.4,11.4,63
7/22/2017,85,97,76,29.4,24.4,32.3,34.5,29.4,27.3,10.9,10.9,63
7/23/2017,84,90,77,28.9,26.2,32.1,33.4,30.8,27.6,5.2,5.2,53
7/24/2017,81,86,71,29.2,26.7,31.7,33.6,30,27.8,6.5,6.5,55
7/25/2017,84,92,79,29.1,26.6,32.5,35,30.8,27.7,3,3,53
7/26/2017,84,92,75,29.2,26.4,31.9,32.6,31.1,27.8,7,7,53
7/27/2017,82,92,72,29.2,25.9,31.3,33.1,30.2,27.6,6.4,6.4,53
7/28/2017,85,92,78,29.4,25,31.3,34.6,28.4,27.2,16.9,16.9,63
7/29/2017,85,93,78,28.8,25.2,31.4,32.9,29.6,27.1,14.5,14.5,63
7/30/2017,86,95,79,28.9,25.5,31.5,33.2,30.6,27,17,17,63
7/31/2017,88,96,81,28.1,24.8,30.5,31.9,29,26.2,12.9,12.9,63
8/1/2017,85,91,79,28.6,25.5,31,32.6,29.7,26.9,5.8,5.8,55
8/2/2017,84,92,79,28.7,25.5,30.8,32.8,28.9,27.1,6.3,6.3,61
8/3/2017,82,87,77,29,26.2,30.8,33.1,29.4,27.4,3.7,3.7,53
8/4/2017,84,87,79,28.6,26.3,30.8,32.8,29.7,27.3,7.8,7.8,61
8/5/2017,84,90,77,28.6,25.9,30.5,33.1,29.1,27.2,8.6,8.6,61
8/6/2017,86,94,80,27.9,24.9,30.2,31.6,28.1,26.5,42.3,42.3,65
8/7/2017,87,96,82,27.6,24.6,30.3,31.8,28.7,26.3,19.3,19.3,63
8/8/2017,86,91,81,28.5,25.9,31.3,33,29.4,27.1,8.1,8.1,63
8/9/2017,87,93,79,28.8,25.1,31.4,34.6,29.6,26.8,8,8,55
