district,week_start_date,cases,tmax,tmin,app_tmax,app_tmin,humidity,rainfall,precipitation,year,month,week_of_year,sin_week,cos_week,tmean,rainfall_feat,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,rainfall_lag_2,rainfall_lag_3,rainfall_lag_4,rainfall_lag_5,rainfall_lag_6,rainfall_lag_8,temp_lag_1,humidity_lag_1,temp_lag_2,humidity_lag_2,temp_lag_3,humidity_lag_3,temp_lag_4,humidity_lag_4,rolling_mean_2,rolling_mean_4,rolling_std_4,rate_of_change,percentage_change,rainfall_anomaly,temperature_anomaly,humidity_anomaly,is_sw_monsoon,is_ne_monsoon,is_inter_monsoon,monsoon_season,outbreak_label
Kilinochchi,2010-06-21,1,33.98571428571428,27.37142857142857,36.285714285714285,29.957142857142856,68.57142857142857,0.3,0.3,2010,6,25,0.120536680255323,-0.992708874098054,30.678571428571423,0.3,0.0,1.0,0.0,0.0,13.6,2.1,0.0,6.4,0.9,37.9,30.27142857142857,71.28571428571429,29.65714285714286,74.71428571428571,31.542857142857144,69.28571428571429,30.65,72.85714285714286,0.5,0.5,0.5773502691896257,1.0,inf,-3.5220779220779224,0.4924860853432271,-1.632653061224488,1,0,0,SW,0
Kilinochchi,2010-06-28,1,32.7,26.985714285714288,34.51428571428571,28.7,71.0,0.4,0.4,2010,6,26,-3.216245299353273e-16,-1.0,29.842857142857145,0.4,1.0,0.0,1.0,0.0,0.8,13.6,2.1,0.0,6.4,13.6,30.678571428571423,68.57142857142857,30.27142857142857,71.28571428571429,29.65714285714286,74.71428571428571,31.542857142857144,69.28571428571429,1.0,0.75,0.5,0.0,0.0,-3.4220779220779223,-0.3432282003710512,0.7959183673469425,1,0,0,SW,0
Kilinochchi,2010-07-05,0,33.142857142857146,26.442857142857143,37.75714285714286,30.385714285714283,71.71428571428571,5.2,5.2,2010,7,27,-0.1205366802553228,-0.992708874098054,29.792857142857144,5.2,1.0,1.0,0.0,1.0,0.3,0.8,13.6,2.1,0.0,0.9,29.842857142857145,71.0,30.678571428571423,68.57142857142857,30.27142857142857,71.28571428571429,29.65714285714286,74.71428571428571,0.5,0.5,0.5773502691896257,-1.0,-1.0,0.588461538461539,-0.1792124542124504,2.668498168498161,1,0,0,SW,0
Kilinochchi,2010-07-12,0,32.714285714285715,26.857142857142858,35.42857142857143,29.17142857142857,70.85714285714286,0.3,0.3,2010,7,28,-0.2393156642875574,-0.970941817426052,29.785714285714285,0.3,0.0,1.0,1.0,0.0,0.4,0.3,0.8,13.6,2.1,6.4,29.792857142857144,71.71428571428571,29.842857142857145,71.0,30.678571428571423,68.57142857142857,30.27142857142857,71.28571428571429,0.0,0.5,0.5773502691896257,0.0,,-4.311538461538461,-0.1863553113553102,1.8113553113553136,1,0,0,SW,0
Kilinochchi,2010-07-19,1,32.92857142857143,26.87142857142857,35.885714285714286,29.65714285714285,69.57142857142857,3.7,3.7,2010,7,29,-0.3546048870425356,-0.9350162426854148,29.9,3.7,0.0,0.0,1.0,1.0,5.2,0.4,0.3,0.8,13.6,0.0,29.785714285714285,70.85714285714286,29.792857142857144,71.71428571428571,29.842857142857145,71.0,30.678571428571423,68.57142857142857,0.5,0.5,0.5773502691896257,1.0,inf,-0.911538461538461,-0.0720695970695963,0.525641025641022,1,0,0,SW,0
Kilinochchi,2010-07-26,2,33.4,27.02857142857143,36.52857142857143,29.928571428571427,68.28571428571429,0.6,0.6,2010,7,30,-0.464723172043768,-0.8854560256532101,30.214285714285715,0.6,1.0,0.0,0.0,1.0,0.3,5.2,0.4,0.3,0.8,2.1,29.9,69.57142857142857,29.785714285714285,70.85714285714286,29.792857142857144,71.71428571428571,29.842857142857145,71.0,1.5,0.75,0.957427107756338,1.0,1.0,-4.0115384615384615,0.2422161172161203,-0.7600732600732556,1,0,0,SW,0
Kilinochchi,2010-08-02,2,33.82857142857143,26.857142857142858,37.07142857142857,29.314285714285717,68.57142857142857,0.7,0.7,2010,8,31,-0.5680647467311556,-0.8229838658936566,30.34285714285714,0.7,2.0,1.0,0.0,0.0,3.7,0.3,5.2,0.4,0.3,13.6,30.214285714285715,68.28571428571429,29.9,69.57142857142857,29.785714285714285,70.85714285714286,29.792857142857144,71.71428571428571,2.0,1.25,0.957427107756338,0.0,0.0,-8.719736842105263,0.8328007518797023,-2.248120300751893,1,0,0,SW,0
Kilinochchi,2010-08-09,9,34.55714285714286,26.77142857142857,38.81428571428571,29.82857142857143,65.85714285714286,3.3,3.3,2010,8,32,-0.663122658240795,-0.7485107481711013,30.664285714285715,3.3,2.0,2.0,1.0,0.0,0.6,3.7,0.3,5.2,0.4,0.8,30.34285714285714,68.57142857142857,30.214285714285715,68.28571428571429,29.9,69.57142857142857,29.785714285714285,70.85714285714286,5.5,3.5,3.696845502136472,7.0,3.5,-6.119736842105263,1.1542293233082752,-4.962406015037601,1,0,0,SW,1
Kilinochchi,2010-08-16,5,30.74285714285714,26.014285714285712,34.44285714285714,29.12857142857143,76.14285714285714,80.8,80.8,2010,8,33,-0.7485107481711011,-0.6631226582407952,28.378571428571423,80.8,9.0,2.0,2.0,1.0,0.7,0.6,3.7,0.3,5.2,0.3,30.664285714285715,65.85714285714286,30.34285714285714,68.57142857142857,30.214285714285715,68.28571428571429,29.9,69.57142857142857,7.0,4.5,3.3166247903554,-4.0,-0.4444444444444444,71.38026315789473,-1.131484962406013,5.323308270676677,1,0,0,SW,1
Kilinochchi,2010-08-23,2,29.542857142857144,25.928571428571427,33.042857142857144,28.485714285714288,80.71428571428571,38.0,38.0,2010,8,34,-0.8229838658936564,-0.5680647467311559,27.735714285714288,38.0,5.0,9.0,2.0,2.0,3.3,0.7,0.6,3.7,0.3,0.4,28.378571428571423,76.14285714285714,30.664285714285715,65.85714285714286,30.34285714285714,68.57142857142857,30.214285714285715,68.28571428571429,3.5,4.5,3.3166247903554,-3.0,-0.6,28.580263157894738,-1.7743421052631518,9.894736842105246,1,0,0,SW,0
Kilinochchi,2010-08-30,2,31.24285714285714,25.685714285714287,35.18571428571429,27.842857142857145,74.85714285714286,0.2,0.2,2010,8,35,-0.8854560256532096,-0.4647231720437691,28.464285714285715,0.2,2.0,5.0,9.0,2.0,80.8,3.3,0.7,0.6,3.7,5.2,27.735714285714288,80.71428571428571,28.378571428571423,76.14285714285714,30.664285714285715,65.85714285714286,30.34285714285714,68.57142857142857,2.0,4.5,3.3166247903554,0.0,0.0,-9.219736842105265,-1.045770676691724,4.037593984962399,1,0,0,SW,0
Kilinochchi,2010-09-06,7,31.457142857142856,26.12857142857143,35.25714285714286,28.728571428571428,74.42857142857143,4.5,4.5,2010,9,36,-0.9350162426854148,-0.3546048870425359,28.792857142857144,4.5,2.0,2.0,5.0,9.0,38.0,80.8,3.3,0.7,0.6,0.3,28.464285714285715,74.85714285714286,27.735714285714288,80.71428571428571,28.378571428571423,76.14285714285714,30.664285714285715,65.85714285714286,4.5,4.0,2.449489742783177,5.0,2.5,-6.566666666666666,-0.6148809523809469,3.007936507936506,1,0,0,SW,1
Kilinochchi,2010-09-13,0,31.442857142857147,26.085714285714285,35.44285714285714,28.885714285714283,76.0,17.7,17.7,2010,9,37,-0.970941817426052,-0.2393156642875577,28.76428571428572,17.7,7.0,2.0,2.0,5.0,0.2,38.0,80.8,3.3,0.7,3.7,28.792857142857144,74.42857142857143,28.464285714285715,74.85714285714286,27.735714285714288,80.71428571428571,28.378571428571423,76.14285714285714,3.5,2.75,2.9860788111948198,-7.0,-1.0,6.633333333333333,-0.6434523809523753,4.579365079365076,1,0,0,SW,0
Kilinochchi,2010-09-20,2,30.857142857142858,25.4,36.41428571428572,29.142857142857142,80.14285714285714,28.1,28.1,2010,9,38,-0.992708874098054,-0.1205366802553235,28.12857142857143,28.1,0.0,7.0,2.0,2.0,4.5,0.2,38.0,80.8,3.3,0.6,28.76428571428572,76.0,28.792857142857144,74.42857142857143,28.464285714285715,74.85714285714286,27.735714285714288,80.71428571428571,1.0,2.75,2.9860788111948198,2.0,inf,17.033333333333335,-1.2791666666666617,8.722222222222214,1,0,0,SW,0
Kilinochchi,2010-09-27,1,29.65714285714285,24.342857142857145,35.857142857142854,28.642857142857142,86.42857142857143,134.4,134.4,2010,9,39,-1.0,-1.8369701987210294e-16,27.0,134.4,2.0,0.0,7.0,2.0,17.7,4.5,0.2,38.0,80.8,0.7,28.12857142857143,80.14285714285714,28.76428571428572,76.0,28.792857142857144,74.42857142857143,28.464285714285715,74.85714285714286,1.5,2.5,3.1091263510296048,-1.0,-0.5,123.33333333333334,-2.407738095238092,15.007936507936506,1,0,0,SW,0
Kilinochchi,2010-10-04,1,30.0,26.057142857142857,34.2,28.885714285714283,81.42857142857143,8.0,8.0,2010,10,40,-0.992708874098054,0.1205366802553232,28.02857142857143,8.0,1.0,2.0,0.0,7.0,28.1,17.7,4.5,0.2,38.0,3.3,27.0,86.42857142857143,28.12857142857143,80.14285714285714,28.76428571428572,76.0,28.792857142857144,74.42857142857143,1.0,1.0,0.8164965809277246,0.0,0.0,-43.46315789473684,0.2440789473684219,1.366541353383468,0,0,1,Inter,0
Kilinochchi,2010-10-11,0,30.557142857142857,26.02857142857143,34.32857142857143,28.514285714285712,77.14285714285714,7.4,7.4,2010,10,41,-0.970941817426052,0.2393156642875573,28.292857142857144,7.4,1.0,1.0,2.0,0.0,134.4,28.1,17.7,4.5,0.2,80.8,28.02857142857143,81.42857142857143,27.0,86.42857142857143,28.12857142857143,80.14285714285714,28.76428571428572,76.0,0.5,1.0,0.8164965809277246,-1.0,-1.0,-44.06315789473684,0.508364661654138,-2.919172932330824,0,0,1,Inter,0
Kilinochchi,2010-10-18,0,30.928571428571427,25.8,35.614285714285714,28.428571428571427,75.85714285714286,1.5,1.5,2010,10,42,-0.9350162426854148,0.3546048870425355,28.364285714285717,1.5,0.0,1.0,1.0,2.0,8.0,134.4,28.1,17.7,4.5,38.0,28.292857142857144,77.14285714285714,28.02857142857143,81.42857142857143,27.0,86.42857142857143,28.12857142857143,80.14285714285714,0.0,0.5,0.5773502691896237,0.0,,-49.96315789473684,0.5797932330827074,-4.204887218045101,0,0,1,Inter,0
Kilinochchi,2010-10-25,0,30.24285714285714,24.857142857142858,35.4,28.77142857142857,80.42857142857143,82.9,82.9,2010,10,43,-0.8854560256532101,0.464723172043768,27.55,82.9,0.0,0.0,1.0,1.0,7.4,8.0,134.4,28.1,17.7,0.2,28.364285714285717,75.85714285714286,28.292857142857144,77.14285714285714,28.02857142857143,81.42857142857143,27.0,86.42857142857143,0.0,0.25,0.4999999999999976,0.0,,31.436842105263167,-0.2344924812030093,0.366541353383468,0,0,1,Inter,0
Kilinochchi,2010-11-01,1,28.8,24.67142857142857,33.285714285714285,28.17142857142857,85.14285714285714,34.9,34.9,2010,11,44,-0.822983865893657,0.5680647467311548,26.735714285714288,34.9,0.0,0.0,0.0,1.0,1.5,7.4,8.0,134.4,28.1,4.5,27.55,80.42857142857143,28.364285714285717,75.85714285714286,28.292857142857144,77.14285714285714,28.02857142857143,81.42857142857143,0.5,0.25,0.5,1.0,inf,-40.12191780821919,0.4882583170254442,0.0704500978473419,0,0,1,Inter,0
Kilinochchi,2010-11-08,2,29.342857142857145,24.442857142857143,34.68571428571429,28.685714285714287,83.85714285714286,12.5,12.5,2010,11,45,-0.7485107481711011,0.6631226582407952,26.892857142857142,12.5,1.0,0.0,0.0,0.0,82.9,1.5,7.4,8.0,134.4,17.7,26.735714285714288,85.14285714285714,27.55,80.42857142857143,28.364285714285717,75.85714285714286,28.292857142857144,77.14285714285714,1.5,0.75,0.957427107756338,1.0,1.0,-62.52191780821919,0.6454011741683026,-1.2152641878669357,0,0,1,Inter,0
Kilinochchi,2010-11-15,0,28.3,24.228571428571428,34.07142857142857,28.51428571428572,87.42857142857143,50.3,50.3,2010,11,46,-0.6631226582407955,0.7485107481711007,26.264285714285712,50.3,2.0,1.0,0.0,0.0,34.9,82.9,1.5,7.4,8.0,28.1,26.892857142857142,83.85714285714286,26.735714285714288,85.14285714285714,27.55,80.42857142857143,28.364285714285717,75.85714285714286,1.0,0.75,0.957427107756338,-2.0,-1.0,-24.72191780821919,0.0168297455968691,2.3561643835616337,0,0,1,Inter,0
Kilinochchi,2010-11-22,1,27.47142857142857,23.914285714285715,31.885714285714283,27.814285714285717,90.28571428571428,176.9,176.9,2010,11,47,-0.5680647467311559,0.8229838658936564,25.692857142857143,176.9,0.0,2.0,1.0,0.0,12.5,34.9,82.9,1.5,7.4,134.4,26.264285714285712,87.42857142857143,26.892857142857142,83.85714285714286,26.735714285714288,85.14285714285714,27.55,80.42857142857143,0.5,1.0,0.816496580927726,1.0,inf,101.87808219178082,-0.5545988258317003,5.213307240704495,0,0,1,Inter,0
Kilinochchi,2010-11-29,1,25.97142857142857,23.914285714285715,29.2,25.67142857142857,90.85714285714286,350.5,350.5,2010,11,48,-0.4647231720437684,0.88545602565321,24.942857142857143,350.5,1.0,0.0,2.0,1.0,50.3,12.5,34.9,82.9,1.5,8.0,25.692857142857143,90.28571428571428,26.264285714285712,87.42857142857143,26.892857142857142,83.85714285714286,26.735714285714288,85.14285714285714,1.0,1.0,0.816496580927726,0.0,0.0,275.4780821917808,-1.3045988258317005,5.784735812133064,0,0,1,Inter,0
Kilinochchi,2010-12-06,1,27.928571428571427,23.342857142857145,31.67142857142857,25.885714285714283,86.28571428571429,69.2,69.2,2010,12,49,-0.3546048870425359,0.9350162426854148,25.63571428571429,69.2,1.0,1.0,0.0,2.0,176.9,50.3,12.5,34.9,82.9,7.4,24.942857142857143,90.85714285714286,25.692857142857143,90.28571428571428,26.264285714285712,87.42857142857143,26.892857142857142,83.85714285714286,1.0,0.75,0.5,0.0,0.0,23.870666666666672,-0.032,3.8990476190476215,0,1,0,NE,0
Kilinochchi,2010-12-13,1,27.585714285714285,23.685714285714287,31.914285714285715,26.714285714285715,84.28571428571429,9.4,9.4,2010,12,50,-0.2393156642875578,0.970941817426052,25.63571428571429,9.4,1.0,1.0,1.0,0.0,350.5,176.9,50.3,12.5,34.9,1.5,25.63571428571429,86.28571428571429,24.942857142857143,90.85714285714286,25.692857142857143,90.28571428571428,26.264285714285712,87.42857142857143,1.0,1.0,0.0,0.0,0.0,-35.92933333333333,-0.032,1.899047619047621,0,1,0,NE,0
Kilinochchi,2010-12-20,1,26.285714285714285,23.985714285714288,28.214285714285715,25.74285714285714,80.71428571428571,42.3,42.3,2010,12,51,-0.1205366802553236,0.992708874098054,25.13571428571429,42.3,1.0,1.0,1.0,1.0,69.2,350.5,176.9,50.3,12.5,82.9,25.63571428571429,84.28571428571429,25.63571428571429,86.28571428571429,24.942857142857143,90.85714285714286,25.692857142857143,90.28571428571428,1.0,1.0,0.0,0.0,0.0,-3.0293333333333337,-0.532,-1.672380952380962,0,1,0,NE,0
Kilinochchi,2010-12-27,1,25.885714285714283,23.37142857142857,29.02857142857143,26.071428571428573,88.57142857142857,123.3,123.3,2010,12,52,6.432490598706546e-16,1.0,24.628571428571423,123.3,1.0,1.0,1.0,1.0,9.4,69.2,350.5,176.9,50.3,34.9,25.13571428571429,80.71428571428571,25.63571428571429,84.28571428571429,25.63571428571429,86.28571428571429,24.942857142857143,90.85714285714286,1.0,1.0,0.0,0.0,0.0,77.97066666666666,-1.0391428571428598,6.184761904761899,0,1,0,NE,0
Kilinochchi,2011-01-03,0,25.7,23.228571428571428,27.314285714285717,24.15714285714285,87.57142857142857,248.2,248.2,2011,1,1,0.120536680255323,0.992708874098054,24.464285714285715,248.2,1.0,1.0,1.0,1.0,42.3,9.4,69.2,350.5,176.9,12.5,24.628571428571423,88.57142857142857,25.13571428571429,80.71428571428571,25.63571428571429,84.28571428571429,25.63571428571429,86.28571428571429,0.5,0.75,0.5,-1.0,-1.0,221.08625,-0.9415178571428556,10.001785714285717,0,1,0,NE,0
Kilinochchi,2011-01-10,0,25.457142857142856,23.32857142857143,27.314285714285717,25.12857142857143,85.57142857142857,94.8,94.8,2011,1,2,0.2393156642875577,0.970941817426052,24.392857142857142,94.8,0.0,1.0,1.0,1.0,123.3,42.3,9.4,69.2,350.5,50.3,24.464285714285715,87.57142857142857,24.628571428571423,88.57142857142857,25.13571428571429,80.71428571428571,25.63571428571429,84.28571428571429,0.0,0.5,0.5773502691896257,0.0,,67.68625,-1.0129464285714285,8.001785714285717,0,1,0,NE,0
Kilinochchi,2011-01-17,0,26.685714285714283,22.75714285714286,29.185714285714287,24.385714285714283,76.0,0.0,0.0,2011,1,3,0.3546048870425356,0.9350162426854148,24.72142857142857,0.0,0.0,0.0,1.0,1.0,248.2,123.3,42.3,9.4,69.2,176.9,24.392857142857142,85.57142857142857,24.464285714285715,87.57142857142857,24.628571428571423,88.57142857142857,25.13571428571429,80.71428571428571,0.0,0.25,0.5,0.0,,-27.11375,-0.6843749999999993,-1.569642857142853,0,1,0,NE,0
Kilinochchi,2011-01-24,1,26.985714285714288,23.82857142857143,28.61428571428572,25.042857142857144,79.0,19.4,19.4,2011,1,4,0.4647231720437685,0.8854560256532099,25.40714285714286,19.4,0.0,0.0,0.0,1.0,94.8,248.2,123.3,42.3,9.4,350.5,24.72142857142857,76.0,24.392857142857142,85.57142857142857,24.464285714285715,87.57142857142857,24.628571428571423,88.57142857142857,0.5,0.25,0.5,1.0,inf,-7.713750000000001,0.0013392857142875,1.430357142857147,0,1,0,NE,0
Kilinochchi,2011-01-31,0,25.142857142857142,23.457142857142856,26.957142857142856,24.75714285714286,88.42857142857143,206.8,206.8,2011,1,5,0.5680647467311558,0.8229838658936564,24.3,206.8,1.0,0.0,0.0,0.0,0.0,94.8,248.2,123.3,42.3,69.2,25.40714285714286,79.0,24.72142857142857,76.0,24.392857142857142,85.57142857142857,24.464285714285715,87.57142857142857,0.5,0.25,0.5,-1.0,-1.0,179.68625,-1.1058035714285737,10.858928571428578,0,1,0,NE,0
Kilinochchi,2011-02-07,3,26.642857142857142,23.342857142857145,29.32857142857143,25.042857142857144,78.57142857142857,17.3,17.3,2011,2,6,0.6631226582407952,0.7485107481711011,24.992857142857144,17.3,0.0,1.0,0.0,0.0,19.4,0.0,94.8,248.2,123.3,9.4,24.3,88.42857142857143,25.40714285714286,79.0,24.72142857142857,76.0,24.392857142857142,85.57142857142857,1.5,1.0,1.4142135623730951,3.0,inf,10.145205479452056,-1.3290606653620358,2.410958904109592,0,1,0,NE,1
Kilinochchi,2011-02-14,1,29.0,22.95714285714286,33.84285714285714,26.6,81.28571428571429,0.5,0.5,2011,2,7,0.7485107481711011,0.6631226582407953,25.978571428571428,0.5,3.0,0.0,1.0,0.0,206.8,19.4,0.0,94.8,248.2,42.3,24.992857142857144,78.57142857142857,24.3,88.42857142857143,25.40714285714286,79.0,24.72142857142857,76.0,2.0,1.25,1.2583057392117916,-2.0,-0.6666666666666667,-6.654794520547944,-0.3433463796477518,5.125244618395314,0,1,0,NE,0
Kilinochchi,2011-02-21,0,28.457142857142856,23.814285714285717,32.68571428571429,27.185714285714287,79.85714285714286,5.6000000000000005,5.6000000000000005,2011,2,8,0.8229838658936564,0.5680647467311559,26.13571428571429,5.6000000000000005,1.0,3.0,0.0,1.0,17.3,206.8,19.4,0.0,94.8,123.3,25.978571428571428,81.28571428571429,24.992857142857144,78.57142857142857,24.3,88.42857142857143,25.40714285714286,79.0,0.5,1.0,1.4142135623730951,-1.0,-1.0,-1.5547945205479436,-0.1862035225048934,3.6966731898238834,0,1,0,NE,0
Kilinochchi,2011-02-28,0,28.485714285714288,24.37142857142857,31.957142857142856,27.514285714285712,77.28571428571429,3.0,3.0,2011,2,9,0.8854560256532099,0.4647231720437686,26.42857142857143,3.0,0.0,1.0,3.0,0.0,0.5,17.3,206.8,19.4,0.0,248.2,26.13571428571429,79.85714285714286,25.978571428571428,81.28571428571429,24.992857142857144,78.57142857142857,24.3,88.42857142857143,0.0,1.0,1.4142135623730951,0.0,,-4.154794520547944,0.106653620352251,1.125244618395314,0,1,0,NE,0
Kilinochchi,2011-03-07,4,30.385714285714283,23.142857142857142,34.82857142857143,26.514285714285712,77.71428571428571,3.0,3.0,2011,3,10,0.9350162426854148,0.3546048870425355,26.764285714285712,3.0,0.0,0.0,1.0,3.0,5.6000000000000005,0.5,17.3,206.8,19.4,94.8,26.42857142857143,77.28571428571429,26.13571428571429,79.85714285714286,25.978571428571428,81.28571428571429,24.992857142857144,78.57142857142857,2.0,1.25,1.8929694486000912,4.0,inf,-5.089873417721519,-1.3022603978300182,2.231464737793843,0,0,1,Inter,1
Kilinochchi,2011-03-14,0,29.3,24.914285714285715,33.34285714285714,28.228571428571428,78.42857142857143,8.4,8.4,2011,3,11,0.970941817426052,0.239315664287558,27.107142857142858,8.4,4.0,0.0,0.0,1.0,3.0,5.6000000000000005,0.5,17.3,206.8,0.0,26.764285714285712,77.71428571428571,26.42857142857143,77.28571428571429,26.13571428571429,79.85714285714286,25.978571428571428,81.28571428571429,2.0,1.0,2.0,-4.0,-1.0,0.3101265822784818,-0.959403254972873,2.945750452079565,0,0,1,Inter,0
Kilinochchi,2011-03-21,0,31.9,24.714285714285715,37.71428571428572,29.3,76.14285714285714,0.9,0.9,2011,3,12,0.992708874098054,0.120536680255323,28.307142857142857,0.9,0.0,4.0,0.0,0.0,3.0,3.0,5.6000000000000005,0.5,17.3,19.4,27.107142857142858,78.42857142857143,26.764285714285712,77.71428571428571,26.42857142857143,77.28571428571429,26.13571428571429,79.85714285714286,0.0,1.0,2.0,0.0,,-7.189873417721518,0.2405967450271262,0.6600361663652734,0,0,1,Inter,0
Kilinochchi,2011-03-28,0,33.4,25.15714285714285,39.25714285714286,29.4,72.28571428571429,0.3,0.3,2011,3,13,1.0,-1.6081226496766366e-16,29.278571428571425,0.3,0.0,0.0,4.0,0.0,8.4,3.0,3.0,5.6000000000000005,0.5,206.8,28.307142857142857,76.14285714285714,27.107142857142858,78.42857142857143,26.764285714285712,77.71428571428571,26.42857142857143,77.28571428571429,0.0,1.0,2.0,0.0,,-7.789873417721519,1.2120253164556942,-3.1971066907775736,0,0,1,Inter,0
Kilinochchi,2011-04-04,0,32.55714285714286,25.357142857142858,37.41428571428571,29.728571428571428,73.0,2.4,2.4,2011,4,14,0.992708874098054,-0.1205366802553228,28.957142857142856,2.4,0.0,0.0,0.0,4.0,0.9,8.4,3.0,3.0,5.6000000000000005,17.3,29.278571428571425,72.28571428571429,28.307142857142857,76.14285714285714,27.107142857142858,78.42857142857143,26.764285714285712,77.71428571428571,0.0,0.0,0.0,0.0,,-10.337179487179489,-0.7114468864468897,-1.793040293040292,0,0,1,Inter,0
Kilinochchi,2011-04-11,2,31.914285714285715,25.5,38.2,30.342857142857145,77.57142857142857,9.7,9.7,2011,4,15,0.970941817426052,-0.2393156642875575,28.707142857142856,9.7,0.0,0.0,0.0,0.0,0.3,0.9,8.4,3.0,3.0,0.5,28.957142857142856,73.0,29.278571428571425,72.28571428571429,28.307142857142857,76.14285714285714,27.107142857142858,78.42857142857143,1.0,0.5,1.0,2.0,inf,-3.037179487179488,-0.9614468864468896,2.7783882783882774,0,0,1,Inter,0
Kilinochchi,2011-04-18,0,30.142857142857142,25.11428571428572,36.71428571428572,29.142857142857142,84.71428571428571,54.6,54.6,2011,4,16,0.9350162426854148,-0.3546048870425354,27.62857142857143,54.6,2.0,0.0,0.0,0.0,2.4,0.3,0.9,8.4,3.0,5.6000000000000005,28.707142857142856,77.57142857142857,28.957142857142856,73.0,29.278571428571425,72.28571428571429,28.307142857142857,76.14285714285714,1.0,0.5,1.0,-2.0,-1.0,41.86282051282051,-2.0400183150183158,9.921245421245416,0,0,1,Inter,0
Kilinochchi,2011-04-25,0,30.37142857142857,25.82857142857143,36.58571428571429,29.957142857142856,84.71428571428571,44.5,44.5,2011,4,17,0.8854560256532099,-0.4647231720437685,28.1,44.5,0.0,2.0,0.0,0.0,9.7,2.4,0.3,0.9,8.4,3.0,27.62857142857143,84.71428571428571,28.707142857142856,77.57142857142857,28.957142857142856,73.0,29.278571428571425,72.28571428571429,0.0,0.5,1.0,0.0,,31.76282051282051,-1.5685897435897438,9.921245421245416,0,0,1,Inter,0
Kilinochchi,2011-05-02,0,31.957142857142856,27.142857142857142,36.9,30.142857142857142,79.42857142857143,0.1,0.1,2011,5,18,0.8229838658936565,-0.5680647467311557,29.55,0.1,0.0,0.0,2.0,0.0,54.6,9.7,2.4,0.3,0.9,3.0,28.1,84.71428571428571,27.62857142857143,84.71428571428571,28.707142857142856,77.57142857142857,28.957142857142856,73.0,0.0,0.5,1.0,0.0,,-12.422784810126585,-0.5426763110307427,5.372513562386985,1,0,0,SW,0
Kilinochchi,2011-05-09,0,32.4,26.071428571428573,35.114285714285714,28.24285714285714,70.42857142857143,0.0,0.0,2011,5,19,0.7485107481711013,-0.663122658240795,29.235714285714288,0.0,0.0,0.0,0.0,2.0,44.5,54.6,9.7,2.4,0.3,8.4,29.55,79.42857142857143,28.1,84.71428571428571,27.62857142857143,84.71428571428571,28.707142857142856,77.57142857142857,0.0,0.0,0.0,0.0,,-12.522784810126582,-0.8569620253164523,-3.627486437613016,1,0,0,SW,0
Kilinochchi,2011-05-16,0,33.214285714285715,26.485714285714288,37.885714285714286,30.185714285714287,71.57142857142857,0.8999999999999999,0.8999999999999999,2011,5,20,0.6631226582407952,-0.7485107481711012,29.85,0.8999999999999999,0.0,0.0,0.0,0.0,0.1,44.5,54.6,9.7,2.4,0.9,29.235714285714288,70.42857142857143,29.55,79.42857142857143,28.1,84.71428571428571,27.62857142857143,84.71428571428571,0.0,0.0,0.0,0.0,,-11.622784810126582,-0.2426763110307384,-2.484629294755877,1,0,0,SW,0
Kilinochchi,2011-05-23,0,33.857142857142854,27.17142857142857,38.55714285714286,30.385714285714283,71.14285714285714,0.9,0.9,2011,5,21,0.5680647467311558,-0.8229838658936564,30.514285714285712,0.9,0.0,0.0,0.0,0.0,0.0,0.1,44.5,54.6,9.7,0.3,29.85,71.57142857142857,29.235714285714288,70.42857142857143,29.55,79.42857142857143,28.1,84.71428571428571,0.0,0.0,0.0,0.0,,-11.622784810126582,0.4216094032549726,-2.913200723327307,1,0,0,SW,0
Kilinochchi,2011-05-30,2,32.785714285714285,26.957142857142856,34.77142857142857,28.9,72.42857142857143,2.3,2.3,2011,5,22,0.464723172043769,-0.8854560256532096,29.87142857142857,2.3,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.1,44.5,54.6,2.4,30.514285714285712,71.14285714285714,29.85,71.57142857142857,29.235714285714288,70.42857142857143,29.55,79.42857142857143,1.0,0.5,1.0,2.0,inf,-10.222784810126583,-0.2212477396021697,-1.6274864376130154,1,0,0,SW,0
Kilinochchi,2011-06-06,0,33.214285714285715,27.428571428571427,35.24285714285714,29.642857142857142,70.57142857142857,0.0,0.0,2011,6,23,0.3546048870425358,-0.9350162426854148,30.32142857142857,0.0,2.0,0.0,0.0,0.0,0.9,0.8999999999999999,0.0,0.1,44.5,9.7,29.87142857142857,72.42857142857143,30.514285714285712,71.14285714285714,29.85,71.57142857142857,29.235714285714288,70.42857142857143,1.0,0.5,1.0,-2.0,-1.0,-3.822077922077922,0.135343228200373,0.3673469387755119,1,0,0,SW,0
Kilinochchi,2011-06-13,0,33.142857142857146,27.357142857142858,34.68571428571428,29.485714285714288,68.85714285714286,0.4,0.4,2011,6,24,0.2393156642875576,-0.970941817426052,30.25,0.4,0.0,2.0,0.0,0.0,2.3,0.9,0.8999999999999999,0.0,0.1,54.6,30.32142857142857,70.57142857142857,29.87142857142857,72.42857142857143,30.514285714285712,71.14285714285714,29.85,71.57142857142857,0.0,0.5,1.0,0.0,,-3.4220779220779223,0.0639146567718036,-1.3469387755101965,1,0,0,SW,0
