district,week_start_date,cases,tmax,tmin,app_tmax,app_tmin,humidity,rainfall,precipitation,year,month,week_of_year,sin_week,cos_week,tmean,rainfall_feat,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,rainfall_lag_2,rainfall_lag_3,rainfall_lag_4,rainfall_lag_5,rainfall_lag_6,rainfall_lag_8,temp_lag_1,humidity_lag_1,temp_lag_2,humidity_lag_2,temp_lag_3,humidity_lag_3,temp_lag_4,humidity_lag_4,rolling_mean_2,rolling_mean_4,rolling_std_4,rate_of_change,percentage_change,rainfall_anomaly,temperature_anomaly,humidity_anomaly,is_sw_monsoon,is_ne_monsoon,is_inter_monsoon,monsoon_season,outbreak_label
Colombo,2015-07-06,156,29.071428571428573,25.642857142857142,33.57142857142857,30.2,83.71428571428571,61.7,61.7,2015,7,28,-0.2393156642875574,-0.970941817426052,27.357142857142858,61.7,85.0,120.0,144.0,125.0,69.9,59.4,27.6,53.9,42.5,51.4,27.09285714285714,87.71428571428571,27.32857142857143,86.85714285714286,27.32142857142857,87.42857142857143,27.35,85.28571428571429,120.5,126.25,31.30894440890678,71.0,0.8352941176470587,10.30384615384616,0.5076007326007357,-2.2399267399267444,1,0,0,SW,0
Colombo,2015-07-13,149,28.728571428571428,25.5,33.72857142857143,29.928571428571427,85.57142857142857,43.3,43.3,2015,7,29,-0.3546048870425356,-0.9350162426854148,27.114285714285717,43.3,156.0,85.0,120.0,144.0,57.6,69.9,59.4,27.6,53.9,54.6,27.357142857142858,83.71428571428571,27.09285714285714,87.71428571428571,27.32857142857143,86.85714285714286,27.32142857142857,87.42857142857143,152.5,127.5,32.33676957685603,-7.0,-0.0448717948717948,-8.096153846153847,0.2647435897435919,-0.3827838827838832,1,0,0,SW,0
Colombo,2015-07-20,141,28.52857142857143,24.542857142857144,33.614285714285714,28.985714285714288,86.42857142857143,62.7,62.7,2015,7,30,-0.464723172043768,-0.8854560256532101,26.535714285714285,62.7,149.0,156.0,85.0,120.0,61.7,57.6,69.9,59.4,27.6,42.5,27.114285714285717,85.57142857142857,27.357142857142858,83.71428571428571,27.09285714285714,87.71428571428571,27.32857142857143,86.85714285714286,145.0,132.75,32.41784488004534,-8.0,-0.0536912751677852,11.30384615384616,-0.3138278388278372,0.474358974358978,1,0,0,SW,0
Colombo,2015-07-27,196,28.885714285714283,24.8,33.6,29.457142857142856,83.28571428571429,12.9,12.9,2015,7,31,-0.5680647467311556,-0.8229838658936566,26.84285714285714,12.9,141.0,149.0,156.0,85.0,43.3,61.7,57.6,69.9,59.4,53.9,26.535714285714285,86.42857142857143,27.114285714285717,85.57142857142857,27.357142857142858,83.71428571428571,27.09285714285714,87.71428571428571,168.5,160.5,24.447222064412188,55.0,0.3900709219858156,-38.496153846153845,-0.0066849816849803,-2.668498168498161,1,0,0,SW,0
Colombo,2015-08-03,177,28.857142857142858,25.1,34.114285714285714,29.342857142857145,85.42857142857143,39.9,39.9,2015,8,32,-0.663122658240795,-0.7485107481711013,26.978571428571428,39.9,196.0,141.0,149.0,156.0,62.7,43.3,61.7,57.6,69.9,27.6,26.84285714285714,83.28571428571429,26.535714285714285,86.42857142857143,27.114285714285717,85.57142857142857,27.357142857142858,83.71428571428571,186.5,165.75,25.395209522007928,-19.0,-0.0969387755102041,-15.128947368421052,0.3564849624060144,-1.026315789473685,1,0,0,SW,0
Colombo,2015-08-10,117,29.142857142857142,25.485714285714288,35.24285714285714,30.52857142857143,86.0,31.3,31.3,2015,8,33,-0.7485107481711011,-0.6631226582407952,27.31428571428572,31.3,177.0,196.0,141.0,149.0,12.9,62.7,43.3,61.7,57.6,59.4,26.978571428571428,85.42857142857143,26.84285714285714,83.28571428571429,26.535714285714285,86.42857142857143,27.114285714285717,85.57142857142857,147.0,157.75,35.47181980107612,-60.0,-0.3389830508474576,-23.72894736842105,0.6921992481203034,-0.4548872180451155,1,0,0,SW,0
Colombo,2015-08-17,143,29.571428571428573,24.9,36.15714285714286,29.557142857142857,86.0,31.9,31.9,2015,8,34,-0.8229838658936564,-0.5680647467311559,27.235714285714288,31.9,117.0,177.0,196.0,141.0,39.9,12.9,62.7,43.3,61.7,69.9,27.31428571428572,86.0,26.978571428571428,85.42857142857143,26.84285714285714,83.28571428571429,26.535714285714285,86.42857142857143,130.0,158.25,35.169826082405955,26.0,0.2222222222222223,-23.12894736842105,0.6136278195488742,-0.4548872180451155,1,0,0,SW,0
Colombo,2015-08-24,115,28.314285714285717,24.75714285714286,33.48571428571429,29.057142857142857,88.28571428571429,41.0,41.0,2015,8,35,-0.8854560256532096,-0.4647231720437691,26.535714285714285,41.0,143.0,117.0,177.0,196.0,31.3,39.9,12.9,62.7,43.3,57.6,27.235714285714288,86.0,27.31428571428572,86.0,26.978571428571428,85.42857142857143,26.84285714285714,83.28571428571429,129.0,138.0,28.95974217196489,-28.0,-0.1958041958041958,-14.02894736842105,-0.0863721804511286,1.830827067669176,1,0,0,SW,0
Colombo,2015-08-31,116,29.11428571428572,24.685714285714287,34.81428571428571,29.057142857142857,86.71428571428571,32.5,32.5,2015,8,36,-0.9350162426854148,-0.3546048870425359,26.9,32.5,115.0,143.0,117.0,177.0,31.9,31.3,39.9,12.9,62.7,61.7,26.535714285714285,88.28571428571429,27.235714285714288,86.0,27.31428571428572,86.0,26.978571428571428,85.42857142857143,115.5,122.75,13.5246688191128,1.0,0.0086956521739129,-22.52894736842105,0.2779135338345888,0.2593984962405926,1,0,0,SW,0
Colombo,2015-09-07,97,28.82857142857143,24.728571428571428,34.471428571428575,29.214285714285715,87.14285714285714,52.9,52.9,2015,9,37,-0.970941817426052,-0.2393156642875577,26.77857142857143,52.9,116.0,115.0,143.0,117.0,41.0,31.9,31.3,39.9,12.9,43.3,26.9,86.71428571428571,26.535714285714285,88.28571428571429,27.235714285714288,86.0,27.31428571428572,86.0,106.5,117.75,18.962682651285093,-19.0,-0.1637931034482759,-9.347222222222229,0.1985119047619044,0.8472222222222143,1,0,0,SW,0
Colombo,2015-09-14,62,28.6,25.014285714285712,33.528571428571425,29.185714285714287,87.85714285714286,81.6,81.6,2015,9,38,-0.992708874098054,-0.1205366802553235,26.807142857142857,81.6,97.0,116.0,115.0,143.0,32.5,41.0,31.9,31.3,39.9,62.7,26.77857142857143,87.14285714285714,26.9,86.71428571428571,26.535714285714285,88.28571428571429,27.235714285714288,86.0,79.5,97.5,25.22564832335036,-35.0,-0.3608247422680413,19.352777777777767,0.2270833333333328,1.5615079365079367,1,0,0,SW,0
Colombo,2015-09-21,96,28.65714285714285,24.62857142857143,34.028571428571425,29.142857142857142,88.42857142857143,83.80000000000001,83.80000000000001,2015,9,39,-1.0,-1.8369701987210294e-16,26.642857142857142,83.80000000000001,62.0,97.0,116.0,115.0,52.9,32.5,41.0,31.9,31.3,12.9,26.807142857142857,87.85714285714286,26.77857142857143,87.14285714285714,26.9,86.71428571428571,26.535714285714285,88.28571428571429,79.0,92.75,22.47035083541603,34.0,0.5483870967741935,21.552777777777784,0.0627976190476182,2.132936507936506,1,0,0,SW,0
Colombo,2015-09-28,100,28.214285714285715,24.442857142857143,33.6,28.842857142857145,89.14285714285714,76.6,76.6,2015,9,40,-0.992708874098054,0.1205366802553232,26.32857142857143,76.6,96.0,62.0,97.0,116.0,81.6,52.9,32.5,41.0,31.9,39.9,26.642857142857142,88.42857142857143,26.807142857142857,87.85714285714286,26.77857142857143,87.14285714285714,26.9,86.71428571428571,98.0,88.75,17.91414710966397,4.0,0.0416666666666667,14.352777777777767,-0.2514880952380949,2.8472222222222143,1,0,0,SW,0
Colombo,2015-10-05,122,29.2,24.457142857142856,35.4,29.25714285714286,86.71428571428571,42.6,42.6,2015,10,41,-0.970941817426052,0.2393156642875573,26.82857142857143,42.6,100.0,96.0,62.0,97.0,83.80000000000001,81.6,52.9,32.5,41.0,31.3,26.32857142857143,89.14285714285714,26.642857142857142,88.42857142857143,26.807142857142857,87.85714285714286,26.77857142857143,87.14285714285714,111.0,95.0,24.79247197571637,22.0,0.2199999999999999,-44.96578947368421,0.4062969924812023,-0.4642857142857224,0,0,1,Inter,0
Colombo,2015-10-12,151,29.82857142857143,24.414285714285715,37.42857142857143,29.557142857142857,87.71428571428571,261.0,261.0,2015,10,42,-0.9350162426854148,0.3546048870425355,27.121428571428574,261.0,122.0,100.0,96.0,62.0,76.6,83.80000000000001,81.6,52.9,32.5,31.9,26.82857142857143,86.71428571428571,26.32857142857143,89.14285714285714,26.642857142857142,88.42857142857143,26.807142857142857,87.85714285714286,136.5,117.25,25.237207980810435,29.0,0.2377049180327868,173.43421052631578,0.6991541353383468,0.5357142857142776,0,0,1,Inter,0
Colombo,2015-10-19,155,28.914285714285715,24.457142857142856,35.528571428571425,29.67142857142857,89.57142857142857,243.9,243.9,2015,10,43,-0.8854560256532101,0.464723172043768,26.685714285714283,243.9,151.0,122.0,100.0,96.0,42.6,76.6,83.80000000000001,81.6,52.9,41.0,27.121428571428574,87.71428571428571,26.82857142857143,86.71428571428571,26.32857142857143,89.14285714285714,26.642857142857142,88.42857142857143,153.0,132.0,25.910100990411998,4.0,0.0264900662251654,156.3342105263158,0.2634398496240564,2.392857142857139,0,0,1,Inter,0
Colombo,2015-10-26,182,28.02857142857143,24.057142857142857,33.05714285714286,28.042857142857144,89.57142857142857,113.7,113.7,2015,10,44,-0.822983865893657,0.5680647467311548,26.042857142857144,113.7,155.0,151.0,122.0,100.0,261.0,42.6,76.6,83.80000000000001,81.6,32.5,26.685714285714283,89.57142857142857,27.121428571428574,87.71428571428571,26.82857142857143,86.71428571428571,26.32857142857143,89.14285714285714,168.5,152.5,24.556058315617665,27.0,0.1741935483870966,26.1342105263158,-0.3794172932330824,2.392857142857139,0,0,1,Inter,0
Colombo,2015-11-02,178,29.214285714285715,23.928571428571427,35.34285714285714,28.97142857142857,88.14285714285714,84.8,84.8,2015,11,45,-0.7485107481711011,0.6631226582407952,26.57142857142857,84.8,182.0,155.0,151.0,122.0,243.9,261.0,42.6,76.6,83.80000000000001,52.9,26.042857142857144,89.57142857142857,26.685714285714283,89.57142857142857,27.121428571428574,87.71428571428571,26.82857142857143,86.71428571428571,180.0,166.5,15.758595538097582,-4.0,-0.021978021978022,9.271232876712318,0.3515655577299412,1.727984344422694,0,0,1,Inter,0
Colombo,2015-11-09,190,27.557142857142857,24.17142857142857,32.642857142857146,28.785714285714285,90.42857142857144,116.9,116.9,2015,11,46,-0.6631226582407955,0.7485107481711007,25.864285714285717,116.9,178.0,182.0,155.0,151.0,113.7,243.9,261.0,42.6,76.6,81.6,26.57142857142857,88.14285714285714,26.042857142857144,89.57142857142857,26.685714285714283,89.57142857142857,27.121428571428574,87.71428571428571,184.0,176.25,15.019431857874954,12.0,0.0674157303370786,41.37123287671233,-0.3555772994129142,4.013698630136986,0,0,1,Inter,0
Colombo,2015-11-16,232,29.357142857142858,24.15714285714285,36.07142857142857,29.24285714285714,87.85714285714286,65.6,65.6,2015,11,47,-0.5680647467311559,0.8229838658936564,26.757142857142856,65.6,190.0,178.0,182.0,155.0,84.8,113.7,243.9,261.0,42.6,83.80000000000001,25.864285714285717,90.42857142857144,26.57142857142857,88.14285714285714,26.042857142857144,89.57142857142857,26.685714285714283,89.57142857142857,211.0,195.5,24.839484696748755,42.0,0.2210526315789474,-9.928767123287685,0.5372798434442281,1.4422700587084163,0,0,1,Inter,0
Colombo,2015-11-23,258,29.67142857142857,24.057142857142857,35.34285714285714,28.385714285714283,84.42857142857143,37.8,37.8,2015,11,48,-0.4647231720437684,0.88545602565321,26.864285714285717,37.8,232.0,190.0,178.0,182.0,116.9,84.8,113.7,243.9,261.0,76.6,26.757142857142856,87.85714285714286,25.864285714285717,90.42857142857144,26.57142857142857,88.14285714285714,26.042857142857144,89.57142857142857,245.0,214.5,37.10795063055916,26.0,0.1120689655172413,-37.72876712328768,0.6444227005870857,-1.986301369863014,0,0,1,Inter,0
Colombo,2015-11-30,260,28.77142857142857,24.057142857142857,34.48571428571428,29.12857142857143,89.85714285714286,85.2,85.2,2015,11,49,-0.3546048870425359,0.9350162426854148,26.414285714285715,85.2,258.0,232.0,190.0,178.0,65.6,116.9,84.8,113.7,243.9,42.6,26.864285714285717,84.42857142857143,26.757142857142856,87.85714285714286,25.864285714285717,90.42857142857144,26.57142857142857,88.14285714285714,259.0,235.0,32.59856847572731,2.0,0.0077519379844961,9.671232876712324,0.1944227005870864,3.4422700587084165,0,0,1,Inter,0
Colombo,2015-12-07,316,29.3,24.11428571428572,36.05714285714286,29.6,89.14285714285714,111.2,111.2,2015,12,50,-0.2393156642875578,0.970941817426052,26.70714285714286,111.2,260.0,258.0,232.0,190.0,37.8,65.6,116.9,84.8,113.7,261.0,26.414285714285715,89.85714285714286,26.864285714285717,84.42857142857143,26.757142857142856,87.85714285714286,25.864285714285717,90.42857142857144,288.0,266.5,35.37890143385861,56.0,0.2153846153846152,71.29866666666666,0.562857142857144,5.9466666666666725,0,1,0,NE,1
Colombo,2015-12-14,174,29.24285714285714,23.65714285714285,35.58571428571428,28.485714285714288,86.28571428571429,81.00000000000001,81.00000000000001,2015,12,51,-0.1205366802553236,0.992708874098054,26.45,81.00000000000001,316.0,260.0,258.0,232.0,85.2,37.8,65.6,116.9,84.8,243.9,26.70714285714286,89.14285714285714,26.414285714285715,89.85714285714286,26.864285714285717,84.42857142857143,26.757142857142856,87.85714285714286,245.0,252.0,58.537737116040645,-142.0,-0.4493670886075949,41.09866666666668,0.3057142857142807,3.089523809523825,0,1,0,NE,0
Colombo,2015-12-21,142,30.428571428571427,23.414285714285715,35.142857142857146,26.65714285714285,76.42857142857143,0.7000000000000001,0.7000000000000001,2015,12,52,6.432490598706546e-16,1.0,26.92142857142857,0.7000000000000001,174.0,316.0,260.0,258.0,111.2,85.2,37.8,65.6,116.9,113.7,26.45,86.28571428571429,26.70714285714286,89.14285714285714,26.414285714285715,89.85714285714286,26.864285714285717,84.42857142857143,158.0,223.0,79.54034615631669,-32.0,-0.1839080459770115,-39.20133333333333,0.7771428571428558,-6.767619047619036,0,1,0,NE,0
Colombo,2015-12-28,301,30.514285714285712,24.385714285714283,35.55714285714286,28.071428571428573,80.42857142857143,16.8,16.8,2015,12,53,0.1205366802553231,0.992708874098054,27.45,16.8,142.0,174.0,316.0,260.0,81.00000000000001,111.2,85.2,37.8,65.6,84.8,26.92142857142857,76.42857142857143,26.45,86.28571428571429,26.70714285714286,89.14285714285714,26.414285714285715,89.85714285714286,221.5,233.25,88.08092869628486,159.0,1.119718309859155,-23.101333333333333,1.3057142857142807,-2.767619047619036,0,1,0,NE,1
Colombo,2016-01-04,279,30.914285714285715,24.285714285714285,35.65714285714286,27.87142857142857,77.71428571428571,6.3,6.3,2016,1,1,0.120536680255323,0.992708874098054,27.6,6.3,301.0,142.0,174.0,316.0,0.7000000000000001,81.00000000000001,111.2,85.2,37.8,116.9,27.45,80.42857142857143,26.92142857142857,76.42857142857143,26.45,86.28571428571429,26.70714285714286,89.14285714285714,290.0,224.0,77.8417197480461,-22.0,-0.0730897009966777,-12.0875,1.0720535714285688,1.839285714285708,0,1,0,NE,1
Colombo,2016-01-11,328,31.17142857142857,23.214285714285715,34.0,25.8,67.71428571428571,0.0,0.0,2016,1,2,0.2393156642875577,0.970941817426052,27.192857142857143,0.0,279.0,301.0,142.0,174.0,16.8,0.7000000000000001,81.00000000000001,111.2,85.2,65.6,27.6,77.71428571428571,27.45,80.42857142857143,26.92142857142857,76.42857142857143,26.45,86.28571428571429,303.5,262.5,82.79492738084875,49.0,0.1756272401433691,-18.3875,0.6649107142857105,-8.160714285714292,0,1,0,NE,1
Colombo,2016-01-18,472,32.371428571428574,23.957142857142856,37.457142857142856,28.37142857142857,73.71428571428571,6.6,6.6,2016,1,3,0.3546048870425356,0.9350162426854148,28.164285714285715,6.6,328.0,279.0,301.0,142.0,6.3,16.8,0.7000000000000001,81.00000000000001,111.2,37.8,27.192857142857143,67.71428571428571,27.6,77.71428571428571,27.45,80.42857142857143,26.92142857142857,76.42857142857143,400.0,345.0,87.00574693662492,144.0,0.4390243902439024,-11.7875,1.636339285714282,-2.160714285714292,0,1,0,NE,1
Colombo,2016-01-25,466,32.65714285714286,23.585714285714285,36.55714285714286,26.385714285714283,67.14285714285714,2.8,2.8,2016,1,4,0.4647231720437685,0.8854560256532099,28.121428571428574,2.8,472.0,328.0,279.0,301.0,0.0,6.3,16.8,0.7000000000000001,81.00000000000001,85.2,28.164285714285715,73.71428571428571,27.192857142857143,67.71428571428571,27.6,77.71428571428571,27.45,80.42857142857143,469.0,386.25,97.65372496735604,-6.0,-0.0127118644067796,-15.5875,1.593482142857141,-8.732142857142861,0,1,0,NE,1
Colombo,2016-02-01,354,32.885714285714286,24.085714285714285,36.04285714285714,26.714285714285715,60.42857142857143,0.0,0.0,2016,2,5,0.5680647467311558,0.8229838658936564,28.485714285714288,0.0,466.0,472.0,328.0,279.0,6.6,0.0,6.3,16.8,0.7000000000000001,111.2,28.121428571428574,67.14285714285714,28.164285714285715,73.71428571428571,27.192857142857143,67.71428571428571,27.6,77.71428571428571,410.0,405.0,74.6993975879325,-112.0,-0.2403433476394849,-17.478082191780825,1.097162426614485,-15.367906066536191,0,1,0,NE,1
Colombo,2016-02-08,351,33.214285714285715,25.457142857142856,37.8,30.414285714285715,70.28571428571429,1.4,1.4,2016,2,6,0.6631226582407952,0.7485107481711011,29.335714285714285,1.4,354.0,466.0,472.0,328.0,2.8,6.6,0.0,6.3,16.8,81.00000000000001,28.485714285714288,60.42857142857143,28.121428571428574,67.14285714285714,28.164285714285715,73.71428571428571,27.192857142857143,67.71428571428571,352.5,410.75,67.31703598149096,-3.0,-0.0084745762711864,-16.078082191780826,1.947162426614483,-5.510763209393332,0,1,0,NE,1
Colombo,2016-02-15,254,31.928571428571427,24.65714285714285,38.12857142857143,29.47142857142857,78.14285714285714,26.8,26.8,2016,2,7,0.7485107481711011,0.6631226582407953,28.29285714285714,26.8,351.0,354.0,466.0,472.0,0.0,2.8,6.6,0.0,6.3,0.7000000000000001,29.335714285714285,70.28571428571429,28.485714285714288,60.42857142857143,28.121428571428574,67.14285714285714,28.164285714285715,73.71428571428571,302.5,356.25,86.66554486453472,-97.0,-0.2763532763532763,9.321917808219176,0.9043052837573384,2.346379647749515,0,1,0,NE,0
Colombo,2016-02-22,287,32.857142857142854,24.7,39.285714285714285,29.87142857142857,74.42857142857143,6.5,6.5,2016,2,8,0.8229838658936564,0.5680647467311559,28.778571428571425,6.5,254.0,351.0,354.0,466.0,1.4,0.0,2.8,6.6,0.0,16.8,28.29285714285714,78.14285714285714,29.335714285714285,70.28571428571429,28.485714285714288,60.42857142857143,28.121428571428574,67.14285714285714,270.5,311.5,49.23751956926088,33.0,0.1299212598425196,-10.978082191780825,1.3900195694716224,-1.367906066536193,0,1,0,NE,1
Colombo,2016-02-29,201,33.91428571428572,25.057142857142857,39.6,30.15714285714285,73.28571428571429,13.4,13.4,2016,2,9,0.8854560256532099,0.4647231720437686,29.485714285714288,13.4,287.0,254.0,351.0,354.0,26.8,1.4,0.0,2.8,6.6,6.3,28.778571428571425,74.42857142857143,28.29285714285714,78.14285714285714,29.335714285714285,70.28571428571429,28.485714285714288,60.42857142857143,244.0,273.25,62.78203033777538,-86.0,-0.2996515679442508,-4.078082191780824,2.097162426614485,-2.510763209393332,0,1,0,NE,0
Colombo,2016-03-07,171,32.25714285714286,25.585714285714285,38.871428571428574,31.342857142857145,77.14285714285714,9.5,9.5,2016,3,10,0.9350162426854148,0.3546048870425355,28.92142857142857,9.5,201.0,287.0,254.0,351.0,6.5,26.8,1.4,0.0,2.8,0.0,29.485714285714288,73.28571428571429,28.778571428571425,74.42857142857143,28.29285714285714,78.14285714285714,29.335714285714285,70.28571428571429,186.0,228.25,52.07286561476474,-30.0,-0.1492537313432835,-19.929113924050636,1.2069620253164572,-2.8752260397830014,0,0,1,Inter,0
Colombo,2016-03-14,186,33.18571428571429,26.085714285714285,39.1,31.357142857142858,72.57142857142857,4.1,4.1,2016,3,11,0.970941817426052,0.239315664287558,29.63571428571429,4.1,171.0,201.0,287.0,254.0,13.4,6.5,26.8,1.4,0.0,6.6,28.92142857142857,77.14285714285714,29.485714285714288,73.28571428571429,28.778571428571425,74.42857142857143,28.29285714285714,78.14285714285714,178.5,211.25,51.96392979750487,15.0,0.087719298245614,-25.32911392405063,1.9212477396021723,-7.446654611211571,0,0,1,Inter,0
Colombo,2016-03-21,174,34.08571428571428,26.071428571428573,39.24285714285714,31.385714285714283,67.85714285714286,4.0,4.0,2016,3,12,0.992708874098054,0.120536680255323,30.07857142857143,4.0,186.0,171.0,201.0,287.0,9.5,13.4,6.5,26.8,1.4,2.8,29.63571428571429,72.57142857142857,28.92142857142857,77.14285714285714,29.485714285714288,73.28571428571429,28.778571428571425,74.42857142857143,180.0,183.0,13.63818169698639,-12.0,-0.0645161290322581,-25.429113924050636,2.364104882459316,-12.16094032549728,0,0,1,Inter,0
Colombo,2016-03-28,20,32.714285714285715,26.042857142857144,39.68571428571429,31.714285714285715,75.42857142857143,18.6,18.6,2016,3,13,1.0,-1.6081226496766366e-16,29.37857142857143,18.6,174.0,186.0,171.0,201.0,4.1,9.5,13.4,6.5,26.8,0.0,30.07857142857143,67.85714285714286,29.63571428571429,72.57142857142857,28.92142857142857,77.14285714285714,29.485714285714288,73.28571428571429,97.0,137.75,78.76706164381159,-154.0,-0.8850574712643678,-10.829113924050631,1.6641048824593163,-4.58951175406871,0,0,1,Inter,0
Colombo,2016-04-04,136,33.028571428571425,26.185714285714287,40.08571428571429,31.942857142857143,76.85714285714286,23.4,23.4,2016,4,14,0.992708874098054,-0.1205366802553228,29.60714285714285,23.4,20.0,174.0,186.0,171.0,4.0,4.1,9.5,13.4,6.5,1.4,29.37857142857143,75.42857142857143,30.07857142857143,67.85714285714286,29.63571428571429,72.57142857142857,28.92142857142857,77.14285714285714,78.0,129.0,75.72758194123645,116.0,5.8,-20.30128205128205,1.8116300366300315,-7.197802197802204,0,0,1,Inter,0
Colombo,2016-04-11,60,32.75714285714286,26.65714285714285,39.41428571428571,32.357142857142854,77.0,16.2,16.2,2016,4,15,0.970941817426052,-0.2393156642875575,29.707142857142856,16.2,136.0,20.0,174.0,186.0,18.6,4.0,4.1,9.5,13.4,26.8,29.60714285714285,76.85714285714286,29.37857142857143,75.42857142857143,30.07857142857143,67.85714285714286,29.63571428571429,72.57142857142857,98.0,97.5,70.11181545693051,-76.0,-0.5588235294117647,-27.50128205128205,1.911630036630033,-7.054945054945065,0,0,1,Inter,0
Colombo,2016-04-18,161,32.385714285714286,26.514285714285712,39.1,32.371428571428574,80.85714285714286,22.1,22.1,2016,4,16,0.9350162426854148,-0.3546048870425354,29.45,22.1,60.0,136.0,20.0,174.0,23.4,18.6,4.0,4.1,9.5,6.5,29.707142857142856,77.0,29.60714285714285,76.85714285714286,29.37857142857143,75.42857142857143,30.07857142857143,67.85714285714286,110.5,94.25,65.53561372770291,101.0,1.6833333333333331,-21.60128205128205,1.6544871794871767,-3.197802197802204,0,0,1,Inter,0
Colombo,2016-04-25,192,32.81428571428571,26.428571428571427,39.85714285714285,32.2,78.57142857142857,51.5,51.5,2016,4,17,0.8854560256532099,-0.4647231720437685,29.621428571428567,51.5,161.0,60.0,136.0,20.0,16.2,23.4,18.6,4.0,4.1,13.4,29.45,80.85714285714286,29.707142857142856,77.0,29.60714285714285,76.85714285714286,29.37857142857143,75.42857142857143,176.5,137.25,56.36414344835448,31.0,0.1925465838509317,7.79871794871795,1.825915750915744,-5.483516483516496,0,0,1,Inter,0
Colombo,2016-05-02,58,31.285714285714285,25.785714285714285,38.82857142857143,31.75714285714286,84.57142857142857,35.7,35.7,2016,5,18,0.8229838658936565,-0.5680647467311557,28.535714285714285,35.7,192.0,161.0,60.0,136.0,22.1,16.2,23.4,18.6,4.0,9.5,29.621428571428567,78.57142857142857,29.45,80.85714285714286,29.707142857142856,77.0,29.60714285714285,76.85714285714286,125.0,117.75,69.01388749133525,-134.0,-0.6979166666666667,-43.74556962025317,1.0854430379746844,-1.784810126582272,1,0,0,SW,0
Colombo,2016-05-09,39,29.3,25.2,35.971428571428575,30.6,89.57142857142857,386.4,386.4,2016,5,19,0.7485107481711013,-0.663122658240795,27.25,386.4,58.0,192.0,161.0,60.0,51.5,22.1,16.2,23.4,18.6,4.1,28.535714285714285,84.57142857142857,29.621428571428567,78.57142857142857,29.45,80.85714285714286,29.707142857142856,77.0,48.5,112.5,75.3768310999254,-19.0,-0.3275862068965517,306.9544303797468,-0.2002712477396002,3.215189873417728,1,0,0,SW,0
Colombo,2016-05-16,50,29.3,25.82857142857143,34.42857142857143,30.2,89.0,219.5,219.5,2016,5,20,0.6631226582407952,-0.7485107481711012,27.56428571428572,219.5,39.0,58.0,192.0,161.0,35.7,51.5,22.1,16.2,23.4,4.0,27.25,89.57142857142857,28.535714285714285,84.57142857142857,29.621428571428567,78.57142857142857,29.45,80.85714285714286,44.5,84.75,71.92299122441086,11.0,0.2820512820512821,140.05443037974683,0.1140144665461164,2.6437613019891586,1,0,0,SW,0
Colombo,2016-05-23,61,29.314285714285717,25.485714285714288,34.628571428571426,30.3,87.85714285714286,85.5,85.5,2016,5,21,0.5680647467311558,-0.8229838658936564,27.4,85.5,50.0,39.0,58.0,192.0,386.4,35.7,51.5,22.1,16.2,18.6,27.56428571428572,89.0,27.25,89.57142857142857,28.535714285714285,84.57142857142857,29.621428571428567,78.57142857142857,55.5,52.0,9.831920802502491,11.0,0.2199999999999999,6.054430379746833,-0.0502712477396016,1.5009041591320198,1,0,0,SW,0
Colombo,2016-05-30,95,29.11428571428572,25.542857142857144,34.857142857142854,30.542857142857144,88.42857142857143,69.0,69.0,2016,5,22,0.464723172043769,-0.8854560256532096,27.32857142857143,69.0,61.0,50.0,39.0,58.0,219.5,386.4,35.7,51.5,22.1,23.4,27.4,87.85714285714286,27.56428571428572,89.0,27.25,89.57142857142857,28.535714285714285,84.57142857142857,78.0,61.25,24.226363050748684,34.0,0.5573770491803278,-10.445569620253169,-0.121699819168171,2.072332730560589,1,0,0,SW,0
Colombo,2016-06-06,67,29.24285714285714,25.27142857142857,34.74285714285714,29.6,86.71428571428571,80.6,80.6,2016,6,23,0.3546048870425358,-0.9350162426854148,27.257142857142856,80.6,95.0,61.0,50.0,39.0,85.5,219.5,386.4,35.7,51.5,16.2,27.32857142857143,88.42857142857143,27.4,87.85714285714286,27.56428571428572,89.0,27.25,89.57142857142857,81.0,68.25,19.17246289169307,-28.0,-0.2947368421052632,13.84935064935064,0.2000927643784749,0.3302411873840469,1,0,0,SW,0
Colombo,2016-06-13,84,28.97142857142857,25.914285714285715,33.98571428571429,30.342857142857145,85.57142857142857,49.0,49.0,2016,6,24,0.2393156642875576,-0.970941817426052,27.442857142857143,49.0,67.0,95.0,61.0,50.0,69.0,85.5,219.5,386.4,35.7,22.1,27.257142857142856,86.71428571428571,27.32857142857143,88.42857142857143,27.4,87.85714285714286,27.56428571428572,89.0,75.5,76.75,15.585784121008516,17.0,0.2537313432835821,-17.750649350649354,0.3858070500927617,-0.8126159554730918,1,0,0,SW,0
Colombo,2016-06-20,249,28.87142857142857,25.62857142857143,33.5,29.728571428571428,84.57142857142857,45.4,45.4,2016,6,25,0.120536680255323,-0.992708874098054,27.25,45.4,84.0,67.0,95.0,61.0,80.6,69.0,85.5,219.5,386.4,51.5,27.442857142857143,85.57142857142857,27.257142857142856,86.71428571428571,27.32857142857143,88.42857142857143,27.4,87.85714285714286,166.5,123.75,84.29066773176424,165.0,1.9642857142857144,-21.35064935064936,0.1929499072356186,-1.812615955473092,1,0,0,SW,0
